,opinion,opinion_tri,opinion_bin,opinion_abs,babysitter,cdmx,constant,edad,edad_sq,hijos,hijos_bin,hijos_prim,hijos_prim_o_secu,hijos_secu,hijos_x_babysitter,hijos_x_prim_o_secu,imss,internet,mujer,pcs,publica,ratio_imss_resid,ratio_imss_trab,ratio_pcs_hijos,ratio_pcs_resid,ratio_trab_resid,ratio_tvs_resid,residentes,trabajadores,transporte,tvs,vacunado,vulnerable,wfh
218,4.0,2.0,1.0,1.0,0.0,Benito Juárez,1,33.0,1089.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,1.0
219,2.0,1.0,0.0,,0.0,Xochimilco,1,22.0,484.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.25,0.5,0.0,0.5,0.5,0.75,4.0,2.0,0.0,3.0,1.0,0.0,1.0
220,1.0,0.0,0.0,0.0,0.0,Benito Juárez,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.5,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0
221,3.0,2.0,1.0,1.0,0.0,Iztapalapa,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.25,0.5,0.0,0.25,0.5,0.25,8.0,4.0,0.0,2.0,1.0,0.0,0.0
222,3.0,2.0,1.0,1.0,0.0,Miguel Hidalgo,1,31.0,961.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
223,3.0,2.0,1.0,1.0,0.0,Iztacalco,1,41.0,1681.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,2.5,0.5,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0
224,1.0,0.0,0.0,0.0,0.0,Benito Juárez,1,29.0,841.0,1.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.5,1.0,3.0,1.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0
225,3.0,2.0,1.0,1.0,1.0,Azcapotzalco,1,41.0,1681.0,1.0,1,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.6666666666666666,1.0,3.0,1.0,0.6666666666666666,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
226,1.0,0.0,0.0,0.0,0.0,Benito Juárez,1,48.0,2304.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.0,1.0,1.0,2.0,1.0,1.0,1.0
227,2.0,1.0,0.0,,0.0,Iztacalco,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3.0,2.0,0.0,1.0,1.0,1.0,1.0
228,2.0,1.0,0.0,,0.0,Benito Juárez,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1,0.16666666666666666,0.0,0.1,0.6,0.2,10.0,6.0,0.0,2.0,1.0,1.0,0.0
229,3.0,2.0,1.0,1.0,0.0,Cuahutémoc,1,33.0,1089.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.3333333333333333,1.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0
231,3.0,2.0,1.0,1.0,0.0,Coyoacán,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.75,0.75,0.0,0.5,1.0,0.75,4.0,4.0,0.0,3.0,1.0,1.0,1.0
232,2.0,1.0,0.0,,0.0,Coyoacán,1,31.0,961.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.25,0.25,0.0,0.75,1.0,0.75,4.0,4.0,1.0,3.0,1.0,1.0,1.0
233,1.0,0.0,0.0,0.0,0.0,Xochimilco,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,1.0,1.6666666666666667,3.0,3.0,1.0,5.0,1.0,1.0,1.0
234,3.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,26.0,676.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,1.0,0.6666666666666666,3.0,3.0,1.0,2.0,1.0,1.0,0.0
235,1.0,0.0,0.0,0.0,0.0,Álvaro Obregón,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,3.0,2.0,1.0,8.0,1.0,0.0,0.0
236,2.0,1.0,0.0,,0.0,Iztapalapa,1,25.0,625.0,2.0,1,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.8,4.0,3.0,0.6,0.2,0.2,5.0,1.0,1.0,1.0,1.0,1.0,1.0
237,3.0,2.0,1.0,1.0,0.0,Coyoacán,1,37.0,1369.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,1.0
238,2.0,1.0,0.0,,0.0,Álvaro Obregón,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,3.0,3.0,1.0,1.0,1.0,1.0,1.0
239,3.0,2.0,1.0,1.0,0.0,Benito Juárez,1,30.0,900.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0
240,3.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,28.0,784.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,1.0,0.5,0.6666666666666666,0.0,1.5,0.75,0.75,4.0,3.0,1.0,3.0,1.0,1.0,1.0
241,3.0,2.0,1.0,1.0,0.0,Cuajimalpa,1,27.0,729.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,0.5,0.5,0.0,1.5,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
242,4.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,30.0,900.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,0.6666666666666666,1.0,0.0,1.6666666666666667,0.6666666666666666,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
243,1.0,0.0,0.0,0.0,0.0,Benito Juárez,1,30.0,900.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0
244,2.0,1.0,0.0,,0.0,Álvaro Obregón,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.5,1.0,2.5,2.0,2.0,0.0,5.0,1.0,1.0,1.0
245,3.0,2.0,1.0,1.0,0.0,Benito Juárez,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
246,4.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.6666666666666666,1.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,3.0,2.0,1.0,2.0,1.0,0.0,1.0
247,2.0,1.0,0.0,,0.0,Benito Juárez,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,4.0,2.0,1.0,2.0,1.0,1.0,1.0
249,3.0,2.0,1.0,1.0,0.0,Miguel Hidalgo,1,31.0,961.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,0.0,1.0,1.0,0.0,2.6666666666666665,1.0,0.3333333333333333,3.0,3.0,1.0,1.0,1.0,0.0,1.0
251,3.0,2.0,1.0,1.0,0.0,Miguel Hidalgo,1,33.0,1089.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,0.0,0.0
252,4.0,2.0,1.0,1.0,0.0,Cuahutémoc,1,28.0,784.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
253,3.0,2.0,1.0,1.0,1.0,Milpa Alta,1,33.0,1089.0,2.0,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.0,0.0,1.0,1.0,1.0,1.0
254,1.0,0.0,0.0,0.0,0.0,Álvaro Obregón,1,26.0,676.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.5,1.0,0.0,1.25,0.5,0.75,4.0,2.0,1.0,3.0,1.0,0.0,1.0
255,3.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,24.0,576.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,2.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0
256,1.0,0.0,0.0,0.0,0.0,Cuahutémoc,1,36.0,1296.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
257,3.0,2.0,1.0,1.0,0.0,Benito Juárez,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,1.3333333333333333,3.0,3.0,1.0,4.0,1.0,0.0,1.0
260,4.0,2.0,1.0,1.0,0.0,Coyoacán,1,26.0,676.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.3333333333333333,1.0,0.0,1.3333333333333333,0.3333333333333333,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0
261,2.0,1.0,0.0,,0.0,Álvaro Obregón,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0
262,3.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,57.0,3249.0,2.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,0.6666666666666666,0.6666666666666666,5.0,1.6666666666666667,1.0,0.3333333333333333,3.0,3.0,1.0,1.0,1.0,0.0,1.0
263,1.0,0.0,0.0,0.0,0.0,Tlalpan,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,0.6,1.0,0.0,1.0,0.6,0.6,5.0,3.0,1.0,3.0,1.0,0.0,1.0
264,3.0,2.0,1.0,1.0,0.0,Coyoacán,1,28.0,784.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,1.0
266,3.0,2.0,1.0,1.0,0.0,Miguel Hidalgo,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
267,3.0,2.0,1.0,1.0,0.0,Miguel Hidalgo,1,29.0,841.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
268,4.0,2.0,1.0,1.0,1.0,Magdalena Contreras,1,41.0,1681.0,3.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,0.2,0.5,6.0,1.2,0.4,0.4,5.0,2.0,1.0,2.0,1.0,1.0,1.0
269,3.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,44.0,1936.0,3.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.2,0.5,6.0,1.2,0.4,0.2,5.0,2.0,1.0,1.0,1.0,0.0,1.0
270,4.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,50.0,2500.0,1.0,1,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,1.0,0.6666666666666666,1.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0
273,3.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.5,0.5,0.0,2.0,1.0,1.5,2.0,2.0,1.0,3.0,1.0,0.0,1.0
274,0.0,0.0,0.0,0.0,1.0,Álvaro Obregón,1,51.0,2601.0,1.0,1,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,1.5,4.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,3.0,2.0,1.0,2.0,1.0,0.0,1.0
277,1.0,0.0,0.0,0.0,1.0,Benito Juárez,1,43.0,1849.0,1.0,1,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.5,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,2.0,1.0,2.0,1.0,0.0,1.0
278,1.0,0.0,0.0,0.0,0.0,Álvaro Obregón,1,52.0,2704.0,3.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.25,0.5,3.0,0.75,0.5,0.25,4.0,2.0,1.0,1.0,1.0,0.0,1.0
279,4.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,64.0,4096.0,3.0,1,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,1.0,2.0,1.0,0.0,1.0
280,4.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,55.0,3025.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
281,4.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,51.0,2601.0,2.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.25,1.0,6.0,1.5,0.25,0.75,4.0,1.0,1.0,3.0,1.0,0.0,1.0
282,4.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,42.0,1764.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.3333333333333333,1.0,6.0,2.0,0.3333333333333333,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0
283,1.0,0.0,0.0,0.0,1.0,Magdalena Contreras,1,58.0,3364.0,4.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,0.5,1.0,5.0,1.25,0.5,0.5,4.0,2.0,1.0,2.0,1.0,1.0,1.0
285,3.0,2.0,1.0,1.0,1.0,Cuahutémoc,1,47.0,2209.0,2.0,1,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,0.5,1.0,3.0,0.75,0.5,0.25,4.0,2.0,0.0,1.0,1.0,0.0,1.0
286,1.0,0.0,0.0,0.0,0.0,Álvaro Obregón,1,60.0,3600.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.5,0.5,3.0,1.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
287,3.0,2.0,1.0,1.0,0.0,Cuajimalpa,1,28.0,784.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.6,1.0,0.0,1.0,0.6,0.2,5.0,3.0,1.0,1.0,1.0,1.0,1.0
288,4.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,59.0,3481.0,3.0,1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,0.75,4.0,4.0,1.0,3.0,1.0,0.0,0.0
289,1.0,0.0,0.0,0.0,0.0,Álvaro Obregón,1,59.0,3481.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.2,0.5,6.0,1.2,0.4,0.4,5.0,2.0,1.0,2.0,1.0,1.0,1.0
290,4.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,50.0,2500.0,4.0,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,0.7142857142857143,0.42857142857142855,0.5714285714285714,7.0,3.0,1.0,4.0,1.0,1.0,1.0
291,3.0,2.0,1.0,1.0,1.0,Miguel Hidalgo,1,40.0,1600.0,2.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.25,0.5,3.0,0.75,0.5,0.5,4.0,2.0,1.0,2.0,1.0,1.0,1.0
292,3.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,48.0,2304.0,1.0,1,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,0.6666666666666666,1.0,5.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,3.0,2.0,1.0,2.0,0.0,1.0,1.0
294,4.0,2.0,1.0,1.0,1.0,Magdalena Contreras,1,38.0,1444.0,2.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.5,2.0,0.5,0.5,0.25,4.0,2.0,1.0,1.0,1.0,0.0,1.0
295,4.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,54.0,2916.0,3.0,1,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.5,0.5,4.0,1.0,1.0,0.75,4.0,4.0,1.0,3.0,1.0,0.0,1.0
296,1.0,0.0,0.0,0.0,0.0,Miguel Hidalgo,1,53.0,2809.0,2.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.6666666666666666,1.0,3.0,1.0,0.6666666666666666,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
297,3.0,2.0,1.0,1.0,0.0,Benito Juárez,1,31.0,961.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0
298,3.0,2.0,1.0,1.0,0.0,Benito Juárez,1,36.0,1296.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
300,1.0,0.0,0.0,0.0,0.0,Álvaro Obregón,1,53.0,2809.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,0.5,0.25,4.0,2.0,1.0,1.0,0.0,1.0,1.0
301,0.0,0.0,0.0,0.0,0.0,Miguel Hidalgo,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,0.0,0.6666666666666666,1.0,0.0,3.3333333333333335,0.6666666666666666,1.6666666666666667,3.0,2.0,1.0,5.0,1.0,1.0,1.0
302,3.0,2.0,1.0,1.0,0.0,Benito Juárez,1,33.0,1089.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0
303,1.0,0.0,0.0,0.0,0.0,Coyoacán,1,32.0,1024.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,2.5,1.0,0.5,2.0,2.0,0.0,1.0,1.0,1.0,1.0
304,3.0,2.0,1.0,1.0,0.0,Álvaro Obregón,1,36.0,1296.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,1.0
306,4.0,2.0,1.0,1.0,1.0,Magdalena Contreras,1,48.0,2304.0,2.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.25,1.0,4.0,1.0,0.25,0.25,4.0,1.0,1.0,1.0,1.0,0.0,0.0
310,4.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,26.0,676.0,2.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.25,0.25,4.0,1.0,0.0,1.0,1.0,0.0,1.0
311,3.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,59.0,3481.0,1.0,1,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,0.6666666666666666,1.0,6.0,2.0,0.6666666666666666,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
312,3.0,2.0,1.0,1.0,0.0,Benito Juárez,1,32.0,1024.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,1.0
313,2.0,1.0,0.0,,0.0,Iztapalapa,1,33.0,1089.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,1.3333333333333333,3.0,3.0,0.0,4.0,0.0,0.0,1.0
314,3.0,2.0,1.0,1.0,0.0,Venustiano Carranza,1,25.0,625.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,3.0,3.0,0.0,4.0,1.0,1.0,1.0
315,3.0,2.0,1.0,1.0,1.0,Benito Juárez,1,43.0,1849.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,1.25,0.0,0.25,4.0,0.0,1.0,1.0,1.0,1.0,1.0
316,1.0,0.0,0.0,0.0,0.0,Benito Juárez,1,46.0,2116.0,2.0,1,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,0.5,1.0,4.0,1.0,0.5,0.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0
318,1.0,0.0,0.0,0.0,0.0,Iztapalapa,1,27.0,729.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,0.0,0.5,0.25,0.5,4.0,1.0,0.0,2.0,1.0,1.0,1.0
319,4.0,2.0,1.0,1.0,1.0,Álvaro Obregón,1,46.0,2116.0,1.0,1,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.4,0.6666666666666666,3.0,0.6,0.6,0.4,5.0,3.0,1.0,2.0,1.0,0.0,1.0
320,0.0,0.0,0.0,0.0,0.0,Gustavo A. Madero,1,34.0,1156.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,3.0,3.0,0.0,1.0,1.0,1.0,1.0
321,1.0,0.0,0.0,0.0,0.0,Álvaro Obregón,1,52.0,2704.0,2.0,1,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,0.5,0.5,4.0,2.0,1.0,2.0,1.0,1.0,1.0
322,1.0,0.0,0.0,0.0,0.0,Cuajimalpa,1,46.0,2116.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.4,0.6666666666666666,0.0,0.4,0.6,0.4,5.0,3.0,1.0,2.0,1.0,0.0,1.0
324,3.0,2.0,1.0,1.0,0.0,Coyoacán,1,32.0,1024.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5,2.0,2.0,1.0,3.0,1.0,0.0,1.0
325,3.0,2.0,1.0,1.0,0.0,Benito Juárez,1,31.0,961.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,3.0,3.0,0.0,1.0,1.0,0.0,0.0
326,3.0,2.0,1.0,1.0,0.0,Azcapotzalco,1,47.0,2209.0,2.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.4,1.0,2.0,0.4,0.4,0.6,5.0,2.0,0.0,3.0,1.0,1.0,1.0
327,4.0,2.0,1.0,1.0,0.0,Benito Juárez,1,48.0,2304.0,1.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0
332,2.0,1.0,0.0,,1.0,Xochimilco,1,48.0,2304.0,2.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.5,2.0,0.5,0.5,0.5,4.0,2.0,1.0,2.0,1.0,1.0,1.0
335,3.0,2.0,1.0,1.0,0.0,Miguel Hidalgo,1,36.0,1296.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,2.0,1.0,0.0,1.0,1.0,0.0,1.0
336,1.0,0.0,0.0,0.0,0.0,Azcapotzalco,1,50.0,2500.0,2.0,1,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,0.5,0.75,4.0,2.0,1.0,3.0,1.0,1.0,1.0
337,3.0,2.0,1.0,1.0,0.0,Miguel Hidalgo,1,38.0,1444.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,0.0,0.0
